date,portfolio,total_value,cumulative_return,drawdown
2023-07-31,フィルタB（出来高）,25336669.349500004,1.5336669349499972,0.0
2023-08-31,フィルタB（出来高）,26327989.349500004,1.6327989349499972,0.0
2023-09-29,フィルタB（出来高）,26549699.349500004,1.6549699349499973,0.0
2023-10-31,フィルタB（出来高）,25898049.349500004,1.5898049349499974,-0.024544534061259424
2023-11-30,フィルタB（出来高）,26783439.349500004,1.6783439349499973,0.0
2023-12-29,フィルタB（出来高）,27215889.349500004,1.721588934949997,0.0
2024-01-31,フィルタB（出来高）,27513655.202000003,1.7513655201999967,0.0
2024-02-29,フィルタB（出来高）,27655745.202000003,1.7655745201999964,0.0
2024-03-29,フィルタB（出来高）,28725835.202000003,1.872583520199996,0.0
2024-04-30,フィルタB（出来高）,28175585.202000003,1.817558520199996,-0.01915523068800762
2024-05-31,フィルタB（出来高）,28079575.202000003,1.807957520199996,-0.022497518190698416
2024-06-28,フィルタB（出来高）,28329275.202000003,1.8329275201999962,-0.013804994605427171
2024-07-31,フィルタB（出来高）,28135215.202000003,1.8135215201999961,-0.02056058582271887
2024-08-30,フィルタB（出来高）,27823495.202000003,1.7823495201999964,-0.03141214149753166
